names,pred
2021-06-13_14_04_47.327_457_149.png,coscinodiscus
2021-06-21_01_40_20.191_1488_2327.png,coscinodiscus
2021-06-17_06_55_09.966_3841_2602.png,coscinodiscus
2021-06-30_15_26_09.143_97_1828.png,coscinodiscus
2021-06-26_09_31_20.692_3688_257.png,coscinodiscus
2021-06-29_20_44_12.064_3252_584.png,coscinodiscus
2021-06-01_07_51_21.052_3956_1150.png,coscinodiscus
2021-06-14_02_43_25.158_2408_1499.png,coscinodiscus
2021-06-28_00_38_45.731_2727_2377.png,coscinodiscus
2021-06-27_17_08_39.012_623_2146.png,coscinodiscus
2021-06-25_13_00_24.148_3771_1770.png,coscinodiscus
2021-06-15_03_46_37.218_1950_1988.png,coscinodiscus
2021-06-26_15_01_54.876_1783_2808.png,coscinodiscus
2021-06-29_14_14_40.930_2378_2419.png,coscinodiscus
2021-06-01_03_22_18.287_658_1599.png,coscinodiscus
2021-06-18_21_32_53.446_1697_1460.png,coscinodiscus
2021-06-27_14_35_58.495_3845_2328.png,coscinodiscus
2021-06-28_09_09_21.184_3121_1526.png,coscinodiscus
2021-06-20_02_06_58.775_298_2230.png,coscinodiscus
2021-06-16_21_25_28.118_3980_2127.png,coscinodiscus
2021-06-22_15_48_22.188_1152_1030.png,coscinodiscus
2021-06-29_09_42_16.213_3635_2885.png,coscinodiscus
2021-06-15_17_50_58.916_2799_1897.png,compl_rhizosolenia_proboscia
2021-06-29_09_44_14.273_166_1028.png,coscinodiscus
2021-06-30_16_25_01.394_3777_2232.png,detritos
2021-06-09_20_04_52.581_1974_166.png,coscinodiscus
2021-06-24_11_24_45.281_4003_2007.png,coscinodiscus
2021-06-28_18_10_58.899_319_1623.png,coscinodiscus
2021-06-18_14_00_15.626_2942_1650.png,coscinodiscus
2021-06-14_21_44_34.303_2884_210.png,sombra
2021-06-29_14_43_39.820_1685_585.png,coscinodiscus
2021-06-23_10_51_11.509_3450_2378.png,coscinodiscus
2021-06-08_10_14_52.884_1987_2013.png,coscinodiscus
2021-06-25_19_00_45.524_1871_2723.png,coscinodiscus
2021-06-26_19_33_05.109_1177_96.png,coscinodiscus
2021-06-27_16_37_51.113_878_1518.png,coscinodiscus
2021-06-24_06_25_17.154_2646_2379.png,coscinodiscus
2021-06-09_13_35_41.096_1949_1357.png,coscinodiscus
2021-06-24_03_24_12.046_668_2609.png,coscinodiscus
2021-06-08_06_43_14.164_1319_291.png,coscinodiscus
2021-06-27_08_05_30.692_423_2512.png,coscinodiscus
2021-06-14_05_43_10.958_2193_670.png,coscinodiscus
2021-06-14_09_44_36.473_2520_2362.png,coscinodiscus
2021-06-06_17_42_36.641_814_1167.png,guinardia_striata
2021-06-21_01_39_36.169_1176_2603.png,coscinodiscus
2021-06-28_04_39_42.295_612_1531.png,coscinodiscus
2021-06-16_10_52_53.054_2522_699.png,coscinodiscus
2021-06-16_19_55_39.555_3838_894.png,coscinodiscus
2021-06-29_15_44_39.168_2024_2335.png,coscinodiscus
2021-06-25_12_29_36.954_1282_2330.png,coscinodiscus
2021-06-26_17_02_43.249_843_1629.png,coscinodiscus
2021-06-24_08_54_14.653_2059_1522.png,coscinodiscus
2021-06-23_07_52_13.905_1466_235.png,coscinodiscus
2021-06-28_02_09_42.025_3387_401.png,coscinodiscus
2021-06-20_14_09_55.567_3259_2238.png,coscinodiscus
2021-06-26_23_05_24.076_3802_2616.png,coscinodiscus
2021-06-10_10_42_31.283_1198_2110.png,coscinodiscus
2021-06-28_07_10_22.855_905_2210.png,coscinodiscus
2021-06-20_16_39_47.499_2076_1167.png,compl_guinardia_dactyliosolen
2021-06-17_02_24_56.481_552_2455.png,rhizosolenia_robusta
2021-06-01_16_53_48.086_2909_1660.png,coscinodiscus
2021-06-30_02_53_16.767_570_91.png,coscinodiscus
2021-06-17_17_58_34.806_650_621.png,coscinodiscus
2021-06-11_07_50_44.557_351_2143.png,coscinodiscus
2021-06-24_10_54_27.090_1878_2270.png,coscinodiscus
2021-06-20_10_08_30.040_299_1636.png,coscinodiscus
2021-06-25_15_59_10.833_921_2591.png,coscinodiscus
2021-06-14_00_43_12.924_2062_1439.png,coscinodiscus
2021-06-18_16_31_46.119_2351_1409.png,compl_rhizosolenia_proboscia
2021-06-19_16_06_20.669_991_2879.png,coscinodiscus
2021-06-30_20_24_59.450_1538_2177.png,coscinodiscus
2021-06-28_14_41_58.176_1912_2229.png,coscinodiscus
2021-06-28_13_11_30.479_3235_1404.png,coscinodiscus
2021-06-20_00_07_01.582_851_1982.png,coscinodiscus
2021-06-24_12_24_55.546_438_2570.png,coscinodiscus
2021-06-27_10_06_13.150_3018_2127.png,coscinodiscus
2021-06-23_14_50_35.304_2609_986.png,coscinodiscus
2021-06-04_07_50_01.823_3100_831.png,hemidiscus
2021-06-23_23_24_17.225_3458_595.png,coscinodiscus
2021-06-08_08_14_42.032_960_1153.png,coscinodiscus
2021-06-24_06_24_56.141_1048_45.png,coscinodiscus
2021-06-14_20_44_59.147_3248_1836.png,coscinodiscus
2021-06-08_20_20_57.340_3863_442.png,hemidiscus
2021-06-29_08_42_52.964_1766_2276.png,coscinodiscus
2021-06-13_09_06_04.796_2256_1252.png,coscinodiscus
2021-06-14_06_43_24.394_2424_2851.png,coscinodiscus
2021-06-25_23_31_33.392_1984_1251.png,coscinodiscus
2021-06-26_13_33_02.309_1571_1137.png,coscinodiscus
2021-06-14_10_44_10.653_1199_987.png,coscinodiscus
2021-06-29_16_14_33.361_808_768.png,coscinodiscus
2021-06-19_00_32_14.518_1338_1433.png,coscinodiscus
2021-06-17_04_25_50.123_2359_2461.png,coscinodiscus
2021-06-27_07_06_11.258_620_1745.png,coscinodiscus
2021-06-19_11_05_00.422_3216_878.png,coscinodiscus
2021-06-20_09_08_36.746_3700_2271.png,coscinodiscus
2021-06-27_11_36_15.603_2113_2561.png,coscinodiscus
2021-06-24_13_56_54.029_930_900.png,coscinodiscus
2021-06-13_03_04_55.716_762_1564.png,hemidiscus
2021-06-23_07_51_07.879_3280_2839.png,coscinodiscus
2021-06-27_05_35_22.826_1241_2865.png,coscinodiscus
2021-06-21_07_11_35.280_3154_1130.png,coscinodiscus
2021-06-28_14_40_25.124_3184_2858.png,coscinodiscus
2021-06-20_11_09_08.030_1845_2230.png,coscinodiscus
2021-06-03_12_02_28.046_2132_556.png,coscinodiscus
2021-06-28_07_10_10.842_1377_1059.png,coscinodiscus
2021-06-26_08_02_02.501_3583_474.png,coscinodiscus
2021-06-14_01_14_06.079_2690_1115.png,coscinodiscus
2021-06-17_13_56_54.041_337_366.png,coscinodiscus
2021-06-29_01_41_48.729_185_899.png,coscinodiscus
2021-06-22_18_18_26.589_3519_1111.png,coscinodiscus
2021-06-19_06_32_20.103_1245_63.png,coscinodiscus
2021-06-24_14_56_25.849_2858_1107.png,coscinodiscus
2021-06-29_18_13_54.226_2390_794.png,coscinodiscus
2021-06-16_16_24_33.523_3977_948.png,coscinodiscus
2021-06-29_07_13_00.570_527_2695.png,coscinodiscus
2021-06-29_07_14_36.614_908_2257.png,coscinodiscus
2021-06-17_01_24_11.221_1428_757.png,compl_guinardia_dactyliosolen
2021-06-17_22_27_42.230_3037_2702.png,coscinodiscus
2021-06-27_02_04_43.413_538_801.png,coscinodiscus
2021-06-02_08_52_03.590_2225_2136.png,sombra
2021-06-12_07_58_46.695_1673_453.png,coscinodiscus
2021-06-22_02_15_00.232_2993_2554.png,coscinodiscus
2021-06-20_07_37_08.584_1738_2915.png,coscinodiscus
2021-06-20_15_39_25.990_653_1193.png,coscinodiscus
2021-06-25_17_30_39.051_824_2261.png,coscinodiscus
2021-06-19_05_33_18.757_395_1134.png,hemidiscus
2021-06-08_13_45_29.011_2950_87.png,coscinodiscus
2021-06-27_11_37_44.664_2081_1424.png,coscinodiscus
2021-06-27_12_07_55.821_2442_1532.png,coscinodiscus
2021-06-26_22_04_06.899_1882_2061.png,coscinodiscus
2021-06-28_20_40_15.830_574_2259.png,coscinodiscus
2021-06-20_17_08_14.783_1014_1103.png,coscinodiscus
2021-06-28_10_08_44.712_3784_2686.png,coscinodiscus
2021-06-11_04_21_17.238_1415_1579.png,coscinodiscus
2021-06-28_23_41_53.933_614_2554.png,coscinodiscus
2021-06-27_10_37_05.124_1653_298.png,coscinodiscus
2021-06-19_07_03_52.289_2613_1021.png,coscinodiscus
2021-06-19_21_36_19.270_1780_2717.png,coscinodiscus
2021-06-18_21_00_54.394_690_2058.png,coscinodiscus
2021-06-29_16_15_23.384_550_2881.png,coscinodiscus
2021-06-01_19_54_18.191_1046_2106.png,coscinodiscus
2021-06-27_09_04_45.607_2521_2491.png,coscinodiscus
2021-06-19_11_34_08.492_3317_966.png,coscinodiscus
2021-06-29_09_42_39.233_110_249.png,coscinodiscus
2021-06-24_19_27_46.853_2691_732.png,coscinodiscus
2021-06-19_00_34_01.575_3698_2493.png,coscinodiscus
2021-06-27_15_06_04.824_727_1510.png,coscinodiscus
2021-06-10_06_44_18.429_2326_2531.png,coscinodiscus
2021-06-18_08_30_34.331_2648_2154.png,coscinodiscus
2021-06-27_15_06_28.839_2845_494.png,coscinodiscus
2021-06-17_05_25_13.408_2108_1619.png,coscinodiscus
2021-06-30_09_22_53.601_1940_2393.png,coscinodiscus
2021-06-24_10_54_29.088_8_2568.png,coscinodiscus
2021-06-16_07_52_15.671_735_2520.png,coscinodiscus
2021-06-26_10_31_31.904_2893_1672.png,coscinodiscus
2021-06-30_16_56_52.693_2037_492.png,coscinodiscus
2021-06-29_14_13_11.886_1516_2580.png,coscinodiscus
2021-06-11_05_19_42.514_3729_1829.png,coscinodiscus
2021-06-30_15_55_28.271_2626_4.png,coscinodiscus
2021-06-03_12_32_20.333_3591_2476.png,hemidiscus
2021-06-21_16_12_08.543_1724_223.png,coscinodiscus
2021-06-23_11_22_35.739_628_2276.png,coscinodiscus
2021-06-29_08_43_44.992_2925_1934.png,coscinodiscus
2021-06-26_08_32_53.616_2565_1460.png,coscinodiscus
2021-06-28_07_10_45.863_474_1531.png,coscinodiscus
2021-06-29_00_13_28.202_886_894.png,coscinodiscus
2021-06-26_07_03_18.539_41_2901.png,guinardia_striata
2021-06-14_17_44_29.758_1841_126.png,coscinodiscus
2021-06-24_02_25_06.806_1178_858.png,compl_guinardia_dactyliosolen
2021-06-29_03_11_55.459_2178_2918.png,coscinodiscus
2021-06-14_05_43_58.981_1604_1790.png,sombra
2021-06-26_12_34_03.178_104_729.png,coscinodiscus
2021-06-27_09_34_49.829_1102_433.png,coscinodiscus
2021-06-27_19_06_10.061_970_1109.png,coscinodiscus
2021-06-11_10_50_29.706_2305_2471.png,coscinodiscus
2021-06-21_23_45_15.008_2672_2434.png,coscinodiscus
2021-06-24_13_25_27.040_2346_536.png,coscinodiscus
2021-06-11_03_19_06.884_3583_1104.png,hemidiscus
2021-06-29_03_41_25.523_1689_2219.png,coscinodiscus
2021-06-18_07_59_30.257_3830_886.png,coscinodiscus
2021-06-11_00_48_31.922_2042_959.png,coscinodiscus
2021-06-28_02_09_17.013_1704_1982.png,coscinodiscus
2021-06-24_13_54_41.973_3042_2133.png,coscinodiscus
2021-06-30_04_53_49.556_2524_1492.png,coscinodiscus
2021-06-24_20_25_25.234_3782_1061.png,coscinodiscus
2021-06-22_20_19_24.712_2335_18.png,coscinodiscus
2021-06-13_10_05_54.106_3269_1206.png,coscinodiscus
2021-06-17_16_28_21.794_2069_2756.png,coscinodiscus
2021-06-21_07_09_54.223_3253_1959.png,coscinodiscus
2021-06-25_04_57_04.498_3118_1418.png,coscinodiscus
2021-06-17_13_26_36.819_2674_2884.png,coscinodiscus
2021-06-24_22_56_44.362_432_2768.png,coscinodiscus
2021-06-02_11_21_18.630_3886_2666.png,compl_rhizosolenia_proboscia
2021-06-28_16_42_12.938_3690_815.png,coscinodiscus
2021-06-22_11_46_54.111_893_439.png,coscinodiscus
2021-06-27_05_34_40.806_3421_2107.png,coscinodiscus
2021-06-17_09_27_23.045_1997_1688.png,coscinodiscus
2021-06-13_14_36_09.638_294_1306.png,coscinodiscus
2021-06-11_23_29_11.373_1786_330.png,coscinodiscus
2021-06-30_22_24_57.504_1662_2843.png,coscinodiscus
2021-06-27_08_06_20.715_3745_2913.png,coscinodiscus
2021-06-20_22_40_29.991_1731_810.png,sombra
2021-06-26_04_01_58.258_3378_2249.png,coscinodiscus
2021-06-30_15_24_37.086_2445_2910.png,coscinodiscus
2021-06-09_01_20_23.875_1498_1872.png,coscinodiscus
2021-06-22_17_18_29.319_1210_1766.png,coscinodiscus
2021-06-16_23_54_27.854_804_1527.png,coscinodiscus
2021-06-19_23_36_45.530_544_1362.png,coscinodiscus
2021-06-17_09_27_41.058_2414_1351.png,sombra
2021-06-09_11_04_02.399_705_2663.png,coscinodiscus
2021-06-17_19_26_49.424_1743_774.png,coscinodiscus
2021-06-18_14_00_39.636_3188_1039.png,coscinodiscus
2021-06-19_03_33_19.173_1473_2023.png,coscinodiscus
2021-06-23_10_51_45.526_3446_5.png,coscinodiscus
