cycle_rounded,chaetoceros,compl_guinardia_dactyliosolen,compl_rhizosolenia_proboscia,coscinodiscus,detritos,guinardia_striata,hemidiscus,rhizosolenia_robusta,sombra
2021-06-27T08:00:00Z,34,198,12,30811,69,40,188,44,970
2021-06-27T09:00:00Z,57,194,19,30007,77,49,194,47,971
2021-06-27T10:00:00Z,100,196,19,25250,121,90,137,46,678
2021-06-27T11:00:00Z,43,124,12,20106,91,68,112,43,448
2021-06-27T12:00:00Z,98,150,33,14983,191,170,167,231,678
2021-06-27T13:00:00Z,58,135,10,17173,71,30,125,53,395
2021-06-27T14:00:00Z,49,160,22,23405,107,62,161,62,741
2021-06-27T15:00:00Z,54,218,14,21302,79,49,191,68,602
2021-06-27T16:00:00Z,57,175,12,20722,96,80,196,106,776
2021-06-27T17:00:00Z,36,193,22,21692,83,65,192,80,674
2021-06-27T18:00:00Z,25,182,19,19252,128,50,189,67,448
2021-06-27T19:00:00Z,21,135,20,11605,125,31,137,74,232
2021-06-27T20:00:00Z,20,140,14,11143,80,27,158,57,238
2021-06-27T21:00:00Z,25,161,12,14915,80,30,168,56,262
2021-06-27T22:00:00Z,17,99,10,12835,74,19,127,56,270
2021-06-27T23:00:00Z,41,122,24,12862,83,28,127,61,283
2021-06-28T00:00:00Z,27,109,13,13018,59,21,148,47,310
2021-06-28T01:00:00Z,25,110,11,12712,61,27,134,41,279
2021-06-28T02:00:00Z,22,181,11,22014,87,47,206,66,539
2021-06-28T03:00:00Z,30,176,26,20178,84,51,205,74,540
2021-06-28T04:00:00Z,32,206,19,9002,60,39,198,80,370
2021-06-28T05:00:00Z,23,173,15,10799,67,39,189,82,420
2021-06-28T06:00:00Z,21,179,8,12947,68,31,218,47,369
2021-06-28T07:00:00Z,21,195,5,21882,69,34,212,47,708
2021-06-28T08:00:00Z,28,191,12,25991,59,36,196,43,914
2021-06-28T09:00:00Z,43,227,19,24578,80,38,271,42,772
2021-06-28T10:00:00Z,24,199,8,25434,65,22,219,39,691
2021-06-28T11:00:00Z,48,199,6,23837,89,30,227,57,634
2021-06-28T12:00:00Z,27,160,11,14377,48,17,184,51,374
2021-06-28T13:00:00Z,30,115,12,15452,62,25,172,46,359
2021-06-28T14:00:00Z,37,178,12,20819,73,16,186,32,524
2021-06-28T15:00:00Z,35,176,18,24405,77,28,253,50,621
2021-06-28T16:00:00Z,17,157,8,22423,70,30,248,39,576
2021-06-28T17:00:00Z,20,175,10,23972,90,34,211,64,599
2021-06-28T18:00:00Z,29,174,14,20427,104,32,202,85,373
2021-06-28T19:00:00Z,29,178,13,19106,157,38,191,50,243
2021-06-28T20:00:00Z,39,203,23,18711,130,29,188,48,281
2021-06-28T21:00:00Z,34,194,7,18993,123,39,175,59,348
2021-06-28T22:00:00Z,30,220,15,21237,121,41,221,65,408
2021-06-28T23:00:00Z,23,188,12,19544,101,43,190,53,434
2021-06-29T00:00:00Z,17,158,9,19416,72,46,214,66,444
2021-06-29T01:00:00Z,15,149,12,19179,65,35,173,53,449
2021-06-29T02:00:00Z,17,150,10,16890,60,32,170,49,423
2021-06-29T03:00:00Z,35,169,7,20377,107,35,223,69,501
2021-06-29T04:00:00Z,16,182,7,16329,55,43,202,60,399
2021-06-29T05:00:00Z,30,242,12,10021,71,52,329,103,382
2021-06-29T06:00:00Z,27,246,15,14699,78,35,320,60,521
2021-06-29T07:00:00Z,43,246,14,17203,64,46,255,38,620
2021-06-29T08:00:00Z,24,236,13,24209,74,39,266,47,837
2021-06-29T09:00:00Z,33,183,10,20534,54,25,246,37,631
2021-06-29T10:00:00Z,28,174,5,20397,55,18,216,29,676
2021-06-29T11:00:00Z,22,157,7,22868,57,20,193,44,797
2021-06-29T12:00:00Z,14,129,5,19840,42,21,208,38,637
2021-06-29T13:00:00Z,11,140,9,14149,36,14,196,42,450
2021-06-29T14:00:00Z,17,132,7,20817,40,19,212,31,648
2021-06-29T15:00:00Z,32,183,8,26485,80,35,310,50,880
2021-06-29T16:00:00Z,13,141,5,24795,59,25,253,50,666
2021-06-29T17:00:00Z,13,104,13,20781,63,14,213,43,499
2021-06-29T18:00:00Z,25,158,11,14035,75,29,196,85,305
2021-06-29T19:00:00Z,21,146,6,15806,128,23,225,63,261
2021-06-29T20:00:00Z,23,160,14,14435,117,37,207,95,378
2021-06-29T21:00:00Z,15,137,10,12768,105,18,222,77,296
2021-06-29T22:00:00Z,6,100,7,9090,77,22,151,78,274
2021-06-29T23:00:00Z,14,109,12,9934,66,34,176,74,270
2021-06-30T00:00:00Z,10,106,7,11134,74,21,154,79,319
2021-06-30T01:00:00Z,11,96,13,8628,46,20,164,65,299
2021-06-30T02:00:00Z,9,90,9,8639,39,26,132,72,303
2021-06-30T03:00:00Z,24,145,8,9908,52,33,178,66,356
2021-06-30T04:00:00Z,12,139,9,12630,51,20,177,34,301
2021-06-30T05:00:00Z,13,91,8,9436,44,13,182,48,288
2021-06-30T06:00:00Z,17,173,10,6136,45,24,289,69,329
2021-06-30T07:00:00Z,12,139,18,6727,37,25,303,57,356
2021-06-30T08:00:00Z,19,121,16,11066,52,33,206,41,374
2021-06-30T09:00:00Z,15,119,7,11796,37,18,182,43,380
2021-06-30T10:00:00Z,11,133,16,9997,36,24,159,43,355
2021-06-30T11:00:00Z,17,92,8,9932,46,18,142,23,238
2021-06-30T12:00:00Z,21,95,5,6246,39,7,184,41,191
2021-06-30T13:00:00Z,15,97,5,6704,22,3,140,24,173
2021-06-30T14:00:00Z,17,82,7,7144,29,9,101,46,146
2021-06-30T15:00:00Z,32,131,8,12595,50,15,174,47,316
2021-06-30T16:00:00Z,25,107,7,17493,54,17,239,39,417
2021-06-30T17:00:00Z,13,106,8,13347,57,15,142,32,224
2021-06-30T18:00:00Z,21,79,12,10612,64,11,143,49,204
2021-06-30T19:00:00Z,10,111,8,8761,75,13,151,50,126
2021-06-30T20:00:00Z,14,115,13,7882,74,19,155,60,136
2021-06-30T21:00:00Z,15,136,8,8670,94,22,230,71,162
2021-06-30T22:00:00Z,6,95,11,8132,67,18,201,74,185
2021-06-30T23:00:00Z,17,81,16,8875,61,26,228,66,246
2021-07-01T00:00:00Z,5,51,4,4575,20,15,93,29,114
